5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\21\\	21	N	LA 	null	birn:mmse21	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\21\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ Mild Alzheimer's disease \\\\ 21	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Education\\College grad.\\	College grad.	N	LA 	null	birn:edu4	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Education\\College grad.\\	null	oasis \\\\ Demographics \\\\ Education \\\\ College grad.	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\27\\	27	N	LA 	null	birn:mmse27	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\27\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ No Alzheimer's disease \\\\ 27	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\28\\	28	N	LA 	null	birn:mmse28	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\28\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ No Alzheimer's disease \\\\ 28	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\29\\	29	N	LA 	null	birn:mmse29	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\29\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ No Alzheimer's disease \\\\ 29	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\30\\	30	N	LA 	null	birn:mmse30	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\No Alzheimers disease\\30\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ No Alzheimer's disease \\\\ 30	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
3	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\	Clinical Dementia Rating (CDR)	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\	null	oasis \\\\ Clinical Measures \\\\ Clinical Dementia Rating (CDR)	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\nondemented\\	nondemented	N	LA 	null	birn:cdr0	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\nondemented\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ nondemented	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\very mild dementia\\	very mild dementia	N	LA 	null	birn:cdr05	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\very mild dementia\\	null	oasis \\\\ Clinical Measures \\\\ Clinical Dementia Rating (CDR) \\\\ very mild dementia	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\mild dementia\\	mild dementia	N	LA 	null	birn:cdr1	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\mild dementia\\	null	oasis \\\\ Clinical Measures \\\\ Clinical Dementia Rating (CDR) \\\\ mild dementia	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\moderate dementia\\	moderate dementia	N	LA 	null	birn:cdr2	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\Clinical Dementia Rating (CDR)\\moderate dementia\\	null	oasis \\\\ Clinical Measures \\\\ Clinical Dementia Rating (CDR) \\\\ moderate dementia	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Hand Orientation\\Left Handed\\	Left Handed	N	LA 	null	birn:handl	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Hand Orientation\\Left Handed\\	null	oasis \\\\ Demographics \\\\ Hand Orientation \\\\ Left Handed	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
2	\\BIRN\\oasis\\Demographics\\	Demographics	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\	null	oasis \\\\ Demographics	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
2	\\BIRN\\oasis\\Derived Anatomic Volumes\\	Derived Anatomic Volumes	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Derived Anatomic Volumes\\	null	oasis \\\\ Derived Anatomic Volumes	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
2	\\BIRN\\oasis\\Clinical Measures\\	Clinical Measures	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\	null	oasis \\\\ Clinical Measures	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
3	\\BIRN\\oasis\\Derived Anatomic Volumes\\Estimated Total Intracranial Volume\\	Est. Total Intracranial Volume	N	LA 	null	birn:etiv	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Derived Anatomic Volumes\\Estimated Total Intracranial Volume\\	null	oasis \\\\ Derived Anatomic Volumes \\\\ Est. Total Intracranial Volume	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\	Mild Alzheimers disease	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ Mild Alzheimer's disease	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Moderate Alzheimers disease\\14\\	14	N	LA 	null	birn:mmse14	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Moderate Alzheimers disease\\14\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ Moderate Alzheimer's disease \\\\ 14	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
5	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\24\\	24	N	LA 	null	birn:mmse24	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Clinical Measures\\MMSE score\\Mild Alzheimers disease\\24\\	null	oasis \\\\ Clinical Measures \\\\ MMSE score \\\\ Mild Alzheimer's disease \\\\ 24	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
0	\\BIRN\\	BIRN	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\	null	BIRN	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
1	\\BIRN\\oasis\\	Oasis	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\	null	oasis	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
3	\\BIRN\\oasis\\Demographics\\Hand Orientation\\	Hand Orientation	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Hand Orientation\\	null	oasis \\\\ Demographics \\\\ Hand Orientation	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Hand Orientation\\Right Handed\\	Right Handed	N	LA 	null	birn:handr	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Hand Orientation\\Right Handed\\	null	oasis \\\\ Demographics \\\\ Hand Orientation \\\\ Right Handed	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
3	\\BIRN\\oasis\\Demographics\\Education\\	Education	N	FA 	null	null	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Education\\	null	oasis \\\\ Demographics \\\\ Education	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Education\\Less than high school grad.\\	Less than high school grad.	N	LA 	null	birn:edu1	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Education\\Less than high school grad.\\	null	oasis \\\\ Demographics \\\\ Education \\\\ Less than high school grad.	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Education\\High school grad.\\	High school grad.	N	LA 	null	birn:edu2	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Education\\High school grad.\\	null	oasis \\\\ Demographics \\\\ Education \\\\ High school grad.	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
4	\\BIRN\\oasis\\Demographics\\Education\\Some college\\	Some college	N	LA 	null	birn:edu3	null	concept_cd	concept_dimension	concept_path	T	LIKE	\\BIRN\\oasis\\Demographics\\Education\\Some college\\	null	oasis \\\\ Demographics \\\\ Education \\\\ Some college	@	2007-10-10	2007-10-10	2007-10-10	OASIS	null	null	null	null
